SMILES,PID,Polymer Class,Tg
*CC(*)C(=O)OCCCCCCC,P040012,"Polyacrylics, Polyvinyls",-60
*CC(*)C(=O)OCCCCCCCC,P040013,"Polyacrylics, Polyvinyls",-65
*CC(*)C(=O)OCCCCCCCCCCCCCCCCCC,P040017,"Polyacrylics, Polyvinyls",-42.5
*CC(*)C(=O)OC1CC2CCC1(C)C2(C)C,P040020,"Polyacrylics, Polyvinyls",100
*CC(*)C(=O)OCC(F)(F)F,P040021,"Polyacrylics, Polyvinyls",3.1
*CC(*)C(=O)OCC(F)(F)C(F)(F)F,P040022,"Polyacrylics, Polyvinyls",-26
*CC(*)C(=O)OC(C(F)(F)F)C(F)(F)F,P040023,"Polyacrylics, Polyvinyls",42.3
*CC(*)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,P040024,"Polyacrylics, Polyvinyls",10
*CC(*)C(=O)OCC(F)(F)C(F)C(F)(F)F,P040027,"Polyacrylics, Polyvinyls",-22
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,P040028,"Polyacrylics, Polyvinyls",-30
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P040030,"Polyacrylics, Polyvinyls",-37
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P040031,"Polyacrylics, Polyvinyls",-39
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P040032,"Polyacrylics, Polyvinyls",-17
*CC(*)C(=O)OCCOC,P040034,"Polyacrylics, Polyvinyls",-34
*CC(*)C(=O)OCCOCC,P040035,"Polyacrylics, Polyvinyls",-50
*CC(*)C(=O)OCCCOC,P040036,"Polyacrylics, Polyvinyls",-66.5
*CC(*)C(=O)OCCCOCC,P040037,"Polyacrylics, Polyvinyls",-61.5
*CC(*)C(=O)OCCOCC(F)(F)F,P040038,"Polyacrylics, Polyvinyls",-38
*CC(*)C(=O)OCCOC(F)(F)C(F)F,P040039,"Polyacrylics, Polyvinyls",-22
*CC(*)C(=O)OCCOCC(F)(F)C(F)(F)C(F)(F)F,P040040,"Polyacrylics, Polyvinyls",-45
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)F,P040041,"Polyacrylics, Polyvinyls",-55
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,P040042,"Polyacrylics, Polyvinyls",-49
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,P040043,"Polyacrylics, Polyvinyls",-68
*CC(*)(C)C(=O)O,P040047,"Polyacrylics, Polyvinyls",161.7
*CC(*)(C)C(=O)OC,P040048,"Polyacrylics, Polyvinyls",108
*CC(*)(C)C(=O)OCC,P040049,"Polyacrylics, Polyvinyls",66
*CC(*)(C)C(=O)OCCC,P040050,"Polyacrylics, Polyvinyls",43
*CC(*)(C)C(=O)OC(C)C,P040051,"Polyacrylics, Polyvinyls",85
*CC(*)(C)C(=O)OCCCC,P040052,"Polyacrylics, Polyvinyls",25
*CC(*)(C)C(=O)OC(C)CC,P040053,"Polyacrylics, Polyvinyls",60
*CC(*)(C)C(=O)OC(C)(C)C,P040055,"Polyacrylics, Polyvinyls",107
*CC(*)(C)C(=O)OCCCCCC,P040056,"Polyacrylics, Polyvinyls",-5
*CC(*)(C)C(=O)OCCCCCCCC,P040059,"Polyacrylics, Polyvinyls",-11
*CC(*)(C)C(=O)OCCCCCCCCCCCC,P040060,"Polyacrylics, Polyvinyls",-47.9
*CC(*)(C)C(=O)OCCCCCCCCCCCCCC,P040061,"Polyacrylics, Polyvinyls",-72
*CC(*)(C)C(=O)OCCCCCCCCCCCCCCCCCC,P040063,"Polyacrylics, Polyvinyls",-100
*CC(*)(C)C(=O)OC1CCCCC1,P040064,"Polyacrylics, Polyvinyls",88
*CC(*)(C)C(=O)OC1CCCCC1C,P040066,"Polyacrylics, Polyvinyls",85
*CC(*)(C)C(=O)OC1CCC(C)CC1,P040067,"Polyacrylics, Polyvinyls",109
*CC(*)(C)C(=O)OC1CCCC(C)C1,P040068,"Polyacrylics, Polyvinyls",89
*CC(*)(C)C(=O)OC1CC(C)CC(C)(C)C1,P040069,"Polyacrylics, Polyvinyls",125
*CC(*)(C)C(=O)Oc1ccccc1,P040071,"Polyacrylics, Polyvinyls",110
*CC(*)(C)C(=O)OCc1ccccc1,P040073,"Polyacrylics, Polyvinyls",54
*CC(*)(C)C(=O)OCCc1ccccc1,P040074,"Polyacrylics, Polyvinyls",49
*CC(*)(C)C(=O)OCCF,P040081,"Polyacrylics, Polyvinyls",90
*CC(*)(C)C(=O)OCCCl,P040082,"Polyacrylics, Polyvinyls",63
*CC(*)(C)C(=O)OCCBr,P040083,"Polyacrylics, Polyvinyls",52
*CC(*)(C)C(=O)OCC(F)(F)F,P040084,"Polyacrylics, Polyvinyls",75
*CC(*)(C)C(=O)OCC(F)(F)C(F)F,P040085,"Polyacrylics, Polyvinyls",80
*CC(*)(C)C(=O)OC(C(F)(F)F)C(F)(F)F,P040088,"Polyacrylics, Polyvinyls",75
*CC(*)(C)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,P040097,"Polyacrylics, Polyvinyls",110
*CC(*)(C)C(=O)OCc1ccccc1Cl,P040099,"Polyacrylics, Polyvinyls",54.1
*CC(*)(C)C(=O)OCCO,P040102,"Polyacrylics, Polyvinyls",91.2
*CC(*)(C)C(=O)OCCOCC,P040103,"Polyacrylics, Polyvinyls",-16
*CC(*)(C)C(=O)OCC1CCCO1,P040106,"Polyacrylics, Polyvinyls",105
*CC(*)(C)C(=O)OCc1ccco1,P040107,"Polyacrylics, Polyvinyls",111
*CC(*)(C)C(=O)OCCN(C)C,P040112,"Polyacrylics, Polyvinyls",28.62
*CC(*)(C)C(=O)OCCN(CC)CC,P040114,"Polyacrylics, Polyvinyls",26
*CC(*)(Cl)C(=O)OC,P040116,"Polyacrylics, Polyvinyls",125
*CC(*)(Cl)C(=O)OCC,P040117,"Polyacrylics, Polyvinyls",84
*CC(*)C(N)=O,P040127,"Polyacrylics, Polyvinyls",193
*CC(*)C(=O)NC(C)C,P040128,"Polyacrylics, Polyvinyls",134.62
*CC(*)C(=O)OC(CC)CC,P040141,"Polyacrylics, Polyvinyls",-6
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,P040145,"Polyacrylics, Polyvinyls",-35
*CC(*)C(=O)OCC(CC)CCCC,P040147,"Polyacrylics, Polyvinyls",-62
*CC(*)C(=O)OCCCCCCCCC,P040148,"Polyacrylics, Polyvinyls",-89
*CC(*)C(=O)OC1CCCCC1,P040149,"Polyacrylics, Polyvinyls",25
*CC(*)C(=O)OC1CC(C)CC(C)(C)C1,P040150,"Polyacrylics, Polyvinyls",15
*CC(*)(C)C(=O)OCCCCCCCCCC,P040152,"Polyacrylics, Polyvinyls",-64.5
*CC(*)(C)C(=O)OC1CC2CCC1(C)C2(C)C,P040155,"Polyacrylics, Polyvinyls",180.5
*CC(*)(Cl)C(=O)OCCC,P040156,"Polyacrylics, Polyvinyls",66
*CC(*)(Cl)C(=O)OCCCC,P040157,"Polyacrylics, Polyvinyls",42
*CC(*)(C#N)C(=O)OC,P040159,"Polyacrylics, Polyvinyls",147.5
*CC(*)C(=O)OCC(C)CC,P040160,"Polyacrylics, Polyvinyls",-32
*CC(*)C(=O)OCC(C)(C)C,P040164,"Polyacrylics, Polyvinyls",22
*CC(*)C(=O)OCCC#N,P040168,"Polyacrylics, Polyvinyls",4
*CC(*)C(=O)OCF,P040172,"Polyacrylics, Polyvinyls",15
*CC(*)C(=O)OCCOCCOC(F)(F)C(F)F,P040175,"Polyacrylics, Polyvinyls",-40
*CC(*)C(=O)OCCSC,P040177,"Polyacrylics, Polyvinyls",-60
*CC(*)C(=O)OCCCSC,P040178,"Polyacrylics, Polyvinyls",-65
*CC(*)C(=O)OCCSCC,P040179,"Polyacrylics, Polyvinyls",-71
*CC(*)C(=O)OCCCCSC,P040180,"Polyacrylics, Polyvinyls",-70
*CC(*)C(=O)OCCCSCC,P040181,"Polyacrylics, Polyvinyls",-76
*CC(*)C(=O)OCCSCC#N,P040182,"Polyacrylics, Polyvinyls",-24
*CC(*)C(=O)OCCSCCC#N,P040183,"Polyacrylics, Polyvinyls",-50
*CC(*)C(=O)OCCSCCCC#N,P040184,"Polyacrylics, Polyvinyls",-58
*CC(*)C(=O)OCCCSCCC#N,P040185,"Polyacrylics, Polyvinyls",-58
*CC(*)C(=O)OCCCCCCSCC#N,P040186,"Polyacrylics, Polyvinyls",-59
*CC(*)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,P040187,"Polyacrylics, Polyvinyls",104
*CC(*)C(=O)N1CCCCC1,P040188,"Polyacrylics, Polyvinyls",108
*CC(*)C(=O)N1CCOCC1,P040189,"Polyacrylics, Polyvinyls",150
*CC(*)C(=O)Oc1ccccc1,P040191,"Polyacrylics, Polyvinyls",60
*CC(*)C(=O)Oc1ccccc1C,P040192,"Polyacrylics, Polyvinyls",51.5
*CC(*)C(=O)Oc1cccc(C)c1,P040193,"Polyacrylics, Polyvinyls",24.5
*CC(*)C(=O)Oc1ccc(C)cc1,P040194,"Polyacrylics, Polyvinyls",42.5
*CC(*)C(=O)Oc1ccccc1C(C)(C)C,P040195,"Polyacrylics, Polyvinyls",72
*CC(*)C(=O)Oc1ccc(C(C)(C)C)cc1,P040196,"Polyacrylics, Polyvinyls",71
*CC(*)C(=O)Oc1ccc(OC)cc1,P040197,"Polyacrylics, Polyvinyls",50.5
*CC(*)C(=O)Oc1ccccc1C(=O)OC,P040198,"Polyacrylics, Polyvinyls",46
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,P040199,"Polyacrylics, Polyvinyls",30
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,P040200,"Polyacrylics, Polyvinyls",38
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,P040201,"Polyacrylics, Polyvinyls",24
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,P040202,"Polyacrylics, Polyvinyls",67
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,P040203,"Polyacrylics, Polyvinyls",37
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,P040204,"Polyacrylics, Polyvinyls",13
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,P040205,"Polyacrylics, Polyvinyls",110
*CC(*)C(=O)OCc1ccccc1,P040206,"Polyacrylics, Polyvinyls",9.25
*CC(*)C(=O)OCCc1ccccc1,P040207,"Polyacrylics, Polyvinyls",-3
*CC(*)C(=O)Oc1cccc(N(C)C)c1,P040208,"Polyacrylics, Polyvinyls",47
*CC(*)C(=O)Oc1ccc(C#N)cc1,P040210,"Polyacrylics, Polyvinyls",92
*CC(*)C(=O)OCc1ccc(C#N)cc1,P040211,"Polyacrylics, Polyvinyls",44
*CC(*)C(=O)Oc1ccccc1Cl,P040212,"Polyacrylics, Polyvinyls",318
*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,P040213,"Polyacrylics, Polyvinyls",60
*CC(*)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,P040214,"Polyacrylics, Polyvinyls",145
*CC(*)C(=O)Oc1cccc2ccccc12,P040215,"Polyacrylics, Polyvinyls",85
*CC(*)C(=O)N(C)C,P040217,"Polyacrylics, Polyvinyls",114
*CC(*)C(=O)NC(C)(C)C,P040220,"Polyacrylics, Polyvinyls",135
*CC(*)(C)C(=O)OCCCCC,P040228,"Polyacrylics, Polyvinyls",10
*CC(*)(C)C(=O)OCC(CC)CCCC,P040229,"Polyacrylics, Polyvinyls",-10
*CC(*)(C)C(=O)OCCC(C)(C)C,P040230,"Polyacrylics, Polyvinyls",45
*CC(*)(C)C(=O)OC(C)C(C)(C)C,P040231,"Polyacrylics, Polyvinyls",108
*CC(*)(C)C(=O)OCCC(C)CC(C)(C)C,P040232,"Polyacrylics, Polyvinyls",1
*CC(*)(C)C(=O)OCCOC,P040233,"Polyacrylics, Polyvinyls",24
*CC(*)(C)C(=O)OCCOCCO,P040234,"Polyacrylics, Polyvinyls",20
*CC(*)(C)C(=O)OCC(C)O,P040235,"Polyacrylics, Polyvinyls",76
*CC(*)(C)C(=O)OCC(O)CO,P040236,"Polyacrylics, Polyvinyls",84.4
*CC(*)(C)C(=O)OCCNC(C)(C)C,P040237,"Polyacrylics, Polyvinyls",41
*CC(*)(C)C(=O)OCCC#N,P040239,"Polyacrylics, Polyvinyls",91
*CC(*)(C)C(=O)OCCO[N+](=O)[O-],P040241,"Polyacrylics, Polyvinyls",55
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,P040244,"Polyacrylics, Polyvinyls",47
*CC(*)(C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P040245,"Polyacrylics, Polyvinyls",49
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,P040246,"Polyacrylics, Polyvinyls",-15
*CC(*)(C)C(=O)OCCS(=O)CC,P040247,"Polyacrylics, Polyvinyls",25
*CC(*)(C)C(=O)O[Si](C)(C)C,P040248,"Polyacrylics, Polyvinyls",97.5
*CC(*)(C)C(=O)OCC1(C)COCOC1,P040250,"Polyacrylics, Polyvinyls",142
*CC(*)(C)C(=O)OCC1(C)COC(C)(C)OC1,P040251,"Polyacrylics, Polyvinyls",108
*CC(*)(C)C(=O)OCC(C)(C)C1OCC(C)(C)CO1,P040252,"Polyacrylics, Polyvinyls",118
*CC(*)(C)C(=O)OC12CC3CC(CC(C3)C1)C2,P040253,"Polyacrylics, Polyvinyls",183
*CC(*)(C)C(=O)OC12CC3CC(C)(CC(C)(C3)C1)C2,P040254,"Polyacrylics, Polyvinyls",194
*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,P040255,"Polyacrylics, Polyvinyls",131
*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,P040256,"Polyacrylics, Polyvinyls",109
*CC(*)(CC)C(=O)OCC,P040261,"Polyacrylics, Polyvinyls",27
*CC(*)(CC(=O)OCC)C(=O)OCC,P040262,"Polyacrylics, Polyvinyls",65.5
*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,P040263,"Polyacrylics, Polyvinyls",24
*CC(*)(C#N)C(=O)OCCCC,P040264,"Polyacrylics, Polyvinyls",117
*CC(*)(F)C(=O)OC,P040265,"Polyacrylics, Polyvinyls",142
*CC(*)(CF)C(=O)OCC,P040267,"Polyacrylics, Polyvinyls",43
*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,P040269,"Polyacrylics, Polyvinyls",142
*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,P040270,"Polyacrylics, Polyvinyls",83
*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,P040271,"Polyacrylics, Polyvinyls",48
*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,P040272,"Polyacrylics, Polyvinyls",7
*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,P040273,"Polyacrylics, Polyvinyls",132
*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,P040274,"Polyacrylics, Polyvinyls",55
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,P040275,"Polyacrylics, Polyvinyls",45
*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,P040276,"Polyacrylics, Polyvinyls",-8
*CC(*)C(=O)Oc1ccc(Cl)cc1,P040278,"Polyacrylics, Polyvinyls",330
*CC(*)(C)C(=O)Oc1ccc(C#N)cc1,P040279,"Polyacrylics, Polyvinyls",155
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P040283,"Polyacrylics, Polyvinyls",-68
*CC(*)C(=O)OCCC(C)OC,P040288,"Polyacrylics, Polyvinyls",-56
*CC(*)(C)C(=O)OC1CCC(C(C)(C)C)CC1,P040289,"Polyacrylics, Polyvinyls",100
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,P040290,"Polyacrylics, Polyvinyls",12.5
*CC(*)(C)C(=O)OCC(C)(C)C,P040291,"Polyacrylics, Polyvinyls",38
*CC(*)(C)C(=O)Oc1ccc(C(C)(C)C)cc1,P040292,"Polyacrylics, Polyvinyls",91
*CC(*)(CC(=O)OC)C(=O)OC,P040294,"Polyacrylics, Polyvinyls",95
*C(*)C(=O)OCC,P040295,"Polyacrylics, Polyvinyls",13.5
*C(*)C(=O)OC,P040296,"Polyacrylics, Polyvinyls",85.75
*C(*)C(=O)OCCC,P040297,"Polyacrylics, Polyvinyls",-15
*CC(*)C(=O)Oc1ccc(C(=O)O)cc1,P040299,"Polyacrylics, Polyvinyls",125
*CC(*)(C)C(N)=O,P040300,"Polyacrylics, Polyvinyls",88.7
*C1C(=O)N(C2CCCCC2)C(=O)C1*,P040307,Polyimides/thioimides,232
*CC(*)(CC(=O)OCCCCC)C(=O)OCCCCC,P040308,"Polyacrylics, Polyvinyls",2
*CC(*)(CC(=O)OCCCCCC)C(=O)OCCCCCC,P040310,"Polyacrylics, Polyvinyls",-7
*CC(*)(CC(=O)OCCC)C(=O)OCCC,P040314,"Polyacrylics, Polyvinyls",46.5
*CC(*)(C#N)C(=O)OCC,P040320,"Polyacrylics, Polyvinyls",115
*CC(*)C(=O)OCCO,P040325,"Polyacrylics, Polyvinyls",20.7
*CC(*)(C)C(=O)Oc1ccc(C)cc1C,P040332,"Polyacrylics, Polyvinyls",109
*CC(*)(C)C(=O)Oc1cc(C)cc(C)c1,P040333,"Polyacrylics, Polyvinyls",106
*CC(*)(C#N)C(=O)OCCCCCC,P040338,"Polyacrylics, Polyvinyls",86
*CC(*)(C)C(=O)OCC1CO1,P040339,"Polyacrylics, Polyvinyls",68.5
*CC(*)(C)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,P044251,"Polyacrylics, Polyvinyls",126
*CC(*)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,P044252,"Polyacrylics, Polyvinyls",102
*CC(*)C(=O)OCCCCCC(=O)Oc1ccc(-c2ccc(C#N)cc2)cc1,P044290,"Polyacrylics, Polyvinyls",38
*CCCC(*)(C)C(=O)O,P044304,Polyvinyls,132
*CC(*)(C)C(=O)NC(=O)Oc1ccc(S(=O)(=O)c2ccc(O)cc2)cc1,P044346,"Polyacrylics, Polyvinyls",182
*CC(*)(C)C(=O)NC(=O)OCCOc1ccc(S(=O)(=O)c2ccc(OCCO)cc2)cc1,P044347,"Polyacrylics, Polyvinyls",131
*CC(*)(C)C(=O)NC(=O)OC(C)COc1ccc(S(=O)(=O)c2ccc(OCC(C)O)cc2)cc1,P044348,"Polyacrylics, Polyvinyls",73
*CC(*)(C)C(=O)NC(=O)Oc1c(Br)cc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1Br,P044349,"Polyacrylics, Polyvinyls",116
*CC(*)(C)C(=O)NC(=O)OCCOc1c(Br)cc(S(=O)(=O)c2cc(Br)c(OCCO)c(Br)c2)cc1Br,P044350,"Polyacrylics, Polyvinyls",110
*CC(*)(C)C(=O)NC(=O)OC(C)COc1c(Br)cc(S(=O)(=O)c2cc(Br)c(OCC(C)O)c(Br)c2)cc1Br,P044351,"Polyacrylics, Polyvinyls",45
*CC(*)(C)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,P044368,"Polyacrylics, Polyvinyls",92
*CC(*)C(=O)OCCCCCCOc1ccc(C(=O)Oc2ccc(C#N)cc2)cc1,P044370,"Polyacrylics, Polyvinyls",19.5
*CC(*)(C)C(=O)OCCCCn1c2ccccc2c2ccccc21,P044380,"Polyacrylics, Polyvinyls",59.2
*CC(*)C(=O)OCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,P044383,"Polyacrylics, Polyvinyls",45.6
*CC(*)C(=O)OCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,P044384,"Polyacrylics, Polyvinyls",36.7
*CC(*)C(=O)OCCCCCCOc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,P044385,"Polyacrylics, Polyvinyls",35.8
*CC(*)C(=O)NCCCCCC(=O)O,P044463,"Polyacrylics, Polyvinyls",68
*CC(*)C(=O)OCc1c(Br)c(Br)c(Br)c(Br)c1Br,P044464,"Polyacrylics, Polyvinyls",181
*CC(*)(CCC(C)C(=O)OC)C(=O)OC,P044506,"Polyacrylics, Polyvinyls",34
*CC(*)C(=O)O[Na],P044508,"Polyacrylics, Polyvinyls",114.4
*CCC(C(=O)OC)C(*)C(=O)OC,P044512,"Polyacrylics, Polyvinyls",31.2
*CC(*)(C)C(=O)OCC#C,P044514,"Polyacrylics, Polyvinyls",58
*CC(*)(C#N)C(=O)OCC(C)C,P044520,"Polyacrylics, Polyvinyls",51
*CC(*)(C#N)C(=O)OC(C)C,P044521,"Polyacrylics, Polyvinyls",66
*CC(*)(C#N)C(=O)OCCCCCCC,P044522,"Polyacrylics, Polyvinyls",102
*CC(*)C(=O)OC1CCCCCCCCCCC1,P049038,"Polyacrylics, Polyvinyls",37
*CC(*)F,P050001,"Polyvinyls, Polyhalo-olefins",41
*CC(*)Cl,P050002,"Polyvinyls, Polyhalo-olefins",80
*CC(*)(F)F,P050003,Polyhalo-olefins,-34.4
*CC(*)(Cl)Cl,P050004,Polyhalo-olefins,-16.5
*C(F)C(*)(F)F,P050005,Polyhalo-olefins,31.45
*C(*)(F)F,P050006,Polyhalo-olefins,120
*C(F)(F)C(*)(F)Cl,P050007,Polyhalo-olefins,52.1
*CC/C=C(/*)Cl,P050013,"Polyvinyls, Polydienes",-45
*C(*)F,P050014,Polyhalo-olefins,102
*CC(*)(F)C(F)(F)F,P050015,Polyhalo-olefins,49
*C(F)(F)C(*)(F)C(F)(F)F,P050016,Polyhalo-olefins,158.5
*CC(*)C(F)(F)F,P050017,Polyhalo-olefins,29.5
*CC(*)C(F)(F)C(F)(F)F,P050018,Polyhalo-olefins,41
*CC(*)C(F)(F)C(F)(F)C(F)(F)F,P050019,Polyhalo-olefins,58
*CCC(F)(F)C(*)(F)F,P050023,Polyhalo-olefins,-108
*CC(F)(F)CC(*)(C(F)(F)F)C(F)(F)F,P050026,Polyhalo-olefins,132
*CCCCCCCCC(Cl)C(*)Cl,P050029,Polyhalo-olefins,-30
*CCCCCCCCCCC(Cl)C(*)Cl,P050030,Polyhalo-olefins,-32
*CCCC(Cl)C(*)Cl,P050031,Polyhalo-olefins,42
*CC(F)(F)/C(F)=C(/*)Cl,P050034,Polydienes,-17
*/C=C(\F)C(F)(F)C*,P050035,Polydienes,-35
*/C(F)=C(\F)C(F)(C(*)(F)F)C(F)(F)F,P050036,Polydienes,-3
*C(*)(F)Cl,P050038,Polyhalo-olefins,77
*C(F)(F)C(*)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,P050039,Polyhalo-olefins,232.5
*CC(*)CCI,P050040,Polyvinyls,70
*CC(*)CCCCCCCCCI,P050041,Polyvinyls,-6
*CC(*)CCCI,P050042,Polyvinyls,30
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(Cl)C1(F)F,P050043,Polyhalo-olefins,147
*C(F)(F)C1(F)C(F)(F)C(*)(F)C1(F)F,P050044,Polyhalo-olefins,122
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(F)C1(F)F,P050045,Polyhalo-olefins,101
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C1(F)F,P050046,Polyhalo-olefins,117
*CCCCCC(Cl)C(*)Cl,P050049,Polyhalo-olefins,-17
*CCC(Cl)C(*)Cl,P054499,Polyhalo-olefins,70
*CC/C=C(/*)C,P060001,Polydienes,-58
*CC/C=C(/*)C,P060002,Polydienes,-65
*/C=C/C(C)C*,P060003,Polydienes,-60
*/C=C/C(C)C*,P060004,Polydienes,-35
*CC/C(C)=C(/*)C,P060006,Polydienes,12
*CC/C(C)=C(/*)C,P060007,Polydienes,4
*C1C=CC(*)CC1,P060013,Polydienes,125.5
*CC/C=C(/*)Cl,P060015,"Polyvinyls, Polydienes",-20
*CC(*)C=C,P060017,Polydienes,-7
*CC/C=C(/*)CCCCCCCCCC,P060022,Polydienes,-53
*CC/C=C(/*)C(C)(C)C,P060023,Polydienes,20
*CC/C=C(/*)C,P060025,Polydienes,-67
*CO*,P070001,Polyoxides/ethers/acetals,-71
*OC(*)C,P070002,Polyoxides/ethers/acetals,-19.5
*OC(*)CCC,P070007,Polyoxides/ethers/acetals,-41
*CCO*,P070013,Polyoxides/ethers/acetals,-56
*CC(C)O*,P070014,Polyoxides/ethers/acetals,-70.2
*CC(CCl)O*,P070015,Polyoxides/ethers/acetals,-23.3
*CC(CBr)O*,P070017,Polyoxides/ethers/acetals,-14
*CC(CC)O*,P070019,Polyoxides/ethers/acetals,-71.5
*CC(COC)O*,P070021,Polyoxides/ethers/acetals,-62
*CC(C)(C)O*,P070022,Polyoxides/ethers/acetals,40.5
*CC(CCCC)O*,P070024,Polyoxides/ethers/acetals,-69
*CC(O*)C(C)(C)C,P070025,Polyoxides/ethers/acetals,41
*CC(COCC)O*,P070026,Polyoxides/ethers/acetals,-61
*CC(COCC=C)O*,P070027,Polyoxides/ethers/acetals,-75.5
*CC(COCCCC)O*,P070029,Polyoxides/ethers/acetals,-79
*CC(CCCCCC)O*,P070030,Polyoxides/ethers/acetals,-67
*CC(COCCCCCC)O*,P070031,Polyoxides/ethers/acetals,-85.5
*CC(O*)c1ccccc1,P070032,Polyoxides/ethers/acetals,34
*CC(COc1ccccc1)O*,P070033,Polyoxides/ethers/acetals,42
*OC(F)(F)C(*)(F)F,P070055,Polyoxides/ethers/acetals,-48
*CCCO*,P070056,Polyoxides/ethers/acetals,-73.6
*CC(C)(C)CO*,P070057,Polyoxides/ethers/acetals,-50
*CC(CO)(CO)CO*,P070058,Polyoxides/ethers/acetals,99
*CC(CCl)(CCl)CO*,P070060,Polyoxides/ethers/acetals,6.5
*CCCCO*,P070064,Polyoxides/ethers/acetals,-80
*CCCCCCCCO*,P070066,Polyoxides/ethers/acetals,-13
*Oc1ccc(*)cc1,P070074,Polyoxides/ethers/acetals,85
*Oc1cccc(*)c1,P070075,Polyoxides/ethers/acetals,53
*Oc1c(C)cc(*)cc1C,P070076,Polyoxides/ethers/acetals,212
*Oc1c(C)cc(*)cc1C(C)CCC,P070077,Polyoxides/ethers/acetals,100
*Oc1c(C)cc(*)cc1C(C)CCCC,P070078,Polyoxides/ethers/acetals,85
*Oc1c(OC)cc(*)cc1OC,P070079,Polyoxides/ethers/acetals,174.1
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,P070080,Polyoxides/ethers/acetals,220
*CCOCO*,P070089,Polyoxides/ethers/acetals,-64
*CCCCOCO*,P070090,Polyoxides/ethers/acetals,-84
*CCCCCOCO*,P070091,Polyoxides/ethers/acetals,-80
*CCCCSSCCCCO*,P070123,"Polyoxides/ethers/acetals, Polysulfides",-76
*CCCCSSCCCCOCO*,P070124,"Polyoxides/ethers/acetals, Polysulfides",-76
*CCSSCCOCO*,P070125,"Polyoxides/ethers/acetals, Polysulfides",-57.5
